ID_PESQUISA;ID_QUESTIONARIO;ID_PERGUNTA;COD_CURSO;SETOR_CURSO;RESPOSTA;SITUACAO
32834;605;1955;40001016047G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Fim respostas
32834;605;1956;40001016047G0;SETOR DE CIÊNCIAS HUMANAS;Desconheço;Fim respostas
32834;606;1820;40001016047G0;SETOR DE CIÊNCIAS HUMANAS;Desconheço;Fim respostas
32834;606;1957;40001016047G0;SETOR DE CIÊNCIAS HUMANAS;Discordo;Fim respostas
32834;606;1958;40001016047G0;SETOR DE CIÊNCIAS HUMANAS;Discordo;Fim respostas
32834;606;1959;40001016047G0;SETOR DE CIÊNCIAS HUMANAS;Discordo;Fim respostas
32834;606;1960;40001016047G0;SETOR DE CIÊNCIAS HUMANAS;Discordo;Fim respostas
32834;607;1961;40001016047G0;SETOR DE CIÊNCIAS HUMANAS;;Fim respostas
32840;604;1942;40001016127G0;SETOR LITORAL;Concordo;Fim respostas
32840;604;1943;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;604;1944;40001016127G0;SETOR LITORAL;Concordo;Fim respostas
32840;604;1945;40001016127G0;SETOR LITORAL;Concordo;Fim respostas
32840;604;1946;40001016127G0;SETOR LITORAL;Concordo;Fim respostas
32840;604;1947;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;604;1948;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;604;1949;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;604;1950;40001016127G0;SETOR LITORAL;Concordo;Fim respostas
32840;604;1951;40001016127G0;SETOR LITORAL;Concordo;Fim respostas
32840;604;1952;40001016127G0;SETOR LITORAL;Concordo;Fim respostas
32840;605;1811;40001016127G0;SETOR LITORAL;Desconheço;Fim respostas
32840;605;1812;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;605;1953;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;605;1954;40001016127G0;SETOR LITORAL;Concordo;Fim respostas
32840;605;1955;40001016127G0;SETOR LITORAL;Concordo;Fim respostas
32840;605;1956;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;606;1820;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;606;1957;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;606;1958;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;606;1959;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32840;606;1960;40001016127G0;SETOR LITORAL;Discordo;Fim respostas
32844;604;1942;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;604;1943;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;604;1944;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;604;1945;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;604;1946;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;604;1947;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;604;1948;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;604;1949;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;604;1950;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;604;1951;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Desconheço;Início respostas
32844;604;1952;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Desconheço;Início respostas
32844;605;1811;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;605;1812;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;605;1953;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;605;1954;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;605;1955;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32844;605;1956;40001016067G0;SETOR DE CIÊNCIAS HUMANAS;Concordo;Início respostas
32846;604;1942;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;604;1943;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;604;1944;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;604;1945;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;604;1946;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Desconheço;Fim respostas
32846;604;1947;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;604;1948;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;604;1949;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;604;1950;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;604;1951;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Desconheço;Fim respostas
32846;604;1952;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Discordo;Fim respostas
32846;605;1811;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;605;1812;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;605;1953;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;605;1954;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;605;1955;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;605;1956;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;606;1820;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;606;1957;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;606;1958;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;606;1959;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32846;606;1960;40001016070G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;604;1942;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;604;1943;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;604;1944;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;604;1945;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;604;1946;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;604;1947;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;604;1948;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;604;1949;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;604;1950;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Discordo;Fim respostas
32860;604;1951;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Desconheço;Fim respostas
32860;604;1952;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Discordo;Fim respostas
32860;605;1811;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Desconheço;Fim respostas
32860;605;1812;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Discordo;Fim respostas
32860;605;1953;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Discordo;Fim respostas
32860;605;1954;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;605;1955;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Concordo;Fim respostas
32860;605;1956;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Desconheço;Fim respostas
32860;606;1820;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Desconheço;Fim respostas
32860;606;1957;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Desconheço;Fim respostas
32860;606;1958;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Desconheço;Fim respostas
32860;606;1959;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Desconheço;Fim respostas
32860;606;1960;40001016044G0;SETOR DE CIÊNCIAS EXATAS;Desconheço;Fim respostas
